Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
BB-20036-006-01,,,BRAD BINDER,,Brad Binder,Orange,TRUE,TRUE,BB-20036-006-01,BB-20036-006-01,,,,,,,OSFM,,,,,,,-1,-1,BD,,,,https://fs.amplifi.io//file?id=2fca3358-d680-43c9-ac06-d216b542976a,https://fs.amplifi.io//file?id=2fca3358-d680-43c9-ac06-d216b542976a&variant=thumb&extension=png
BB-20039-015-17,,,BRAD BINDER,,Brad Binder,Navy,TRUE,TRUE,BB-20039-015-17,BB-20039-015-17,,,,,,,S/M,,,,,,,-1,-1,BD,,,,https://fs.amplifi.io//file?id=cc169cfb-1bff-4437-8061-03c1c9ded213,https://fs.amplifi.io//file?id=cc169cfb-1bff-4437-8061-03c1c9ded213&variant=thumb&extension=png
BB-20039-015-18,,,BRAD BINDER,,Brad Binder,Navy,TRUE,TRUE,BB-20039-015-18,BB-20039-015-18,,,,,,,L/XL,,,,,,,-1,-1,BD,,,,https://fs.amplifi.io//file?id=cc169cfb-1bff-4437-8061-03c1c9ded213,https://fs.amplifi.io//file?id=cc169cfb-1bff-4437-8061-03c1c9ded213&variant=thumb&extension=png
BB-20041-455-01,,,BRAD BINDER,,Brad Binder,Navy/Orange,TRUE,TRUE,BB-20041-455-01,BB-20041-455-01,,,,,,,OSFM,,,,,,,-1,-1,BD,,,,https://fs.amplifi.io//file?id=1066d45a-05fb-4f25-871b-ed6ab78d3ac1,https://fs.amplifi.io//file?id=1066d45a-05fb-4f25-871b-ed6ab78d3ac1&variant=thumb&extension=png
BB-20041-485-01,,,BRAD BINDER,,Brad Binder,Black/Fluo Orange,TRUE,TRUE,BB-20041-485-01,BB-20041-485-01,,,,,,,OSFM,,,,,,,-1,-1,BD,,,,https://fs.amplifi.io//file?id=132009b8-b326-4f19-8187-42ac68ae5390,https://fs.amplifi.io//file?id=132009b8-b326-4f19-8187-42ac68ae5390&variant=thumb&extension=png
BB-20124-376-01,,,BRAD BINDER,,Brad Binder,Black/Charcoal,TRUE,TRUE,BB-20124-376-01,BB-20124-376-01,,,,,,,OSFM,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=1b145283-4a81-4e93-8f8b-2eaa75ba3ea5,https://fs.amplifi.io//file?id=1b145283-4a81-4e93-8f8b-2eaa75ba3ea5&variant=thumb&extension=png
BB-20125-001-01,,,BRAD BINDER,,Brad Binder,Black,TRUE,TRUE,BB-20125-001-01,BB-20125-001-01,,,,,,,OSFM,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=6e31cd81-2888-42ef-a36e-f1cc4232aa18,https://fs.amplifi.io//file?id=6e31cd81-2888-42ef-a36e-f1cc4232aa18&variant=thumb&extension=png
BB-32139-000-10,,,BRAD BINDER,,Brad Binder,White,TRUE,TRUE,BB-32139-000-10,BB-32139-000-10,,,,,,,SM,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=c2cb4cce-8eb9-438b-acc0-d435d009be0d,https://fs.amplifi.io//file?id=c2cb4cce-8eb9-438b-acc0-d435d009be0d&variant=thumb&extension=png
BB-32139-000-11,,,BRAD BINDER,,Brad Binder,White,TRUE,TRUE,BB-32139-000-11,BB-32139-000-11,,,,,,,MD,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=c2cb4cce-8eb9-438b-acc0-d435d009be0d,https://fs.amplifi.io//file?id=c2cb4cce-8eb9-438b-acc0-d435d009be0d&variant=thumb&extension=png
BB-32139-000-12,,,BRAD BINDER,,Brad Binder,White,TRUE,TRUE,BB-32139-000-12,BB-32139-000-12,,,,,,,LG,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=c2cb4cce-8eb9-438b-acc0-d435d009be0d,https://fs.amplifi.io//file?id=c2cb4cce-8eb9-438b-acc0-d435d009be0d&variant=thumb&extension=png
BB-32139-000-13,,,BRAD BINDER,,Brad Binder,White,TRUE,TRUE,BB-32139-000-13,BB-32139-000-13,,,,,,,XL,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=c2cb4cce-8eb9-438b-acc0-d435d009be0d,https://fs.amplifi.io//file?id=c2cb4cce-8eb9-438b-acc0-d435d009be0d&variant=thumb&extension=png
BB-32139-000-14,,,BRAD BINDER,,Brad Binder,White,TRUE,TRUE,BB-32139-000-14,BB-32139-000-14,,,,,,,XXL,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=c2cb4cce-8eb9-438b-acc0-d435d009be0d,https://fs.amplifi.io//file?id=c2cb4cce-8eb9-438b-acc0-d435d009be0d&variant=thumb&extension=png
BB-32140-000-10,,,BRAD BINDER,,Brad Binder,White,TRUE,TRUE,BB-32140-000-10,BB-32140-000-10,,,,,,,SM,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=dee2fa8f-b8ec-4603-abff-137136a5e9fe,https://fs.amplifi.io//file?id=dee2fa8f-b8ec-4603-abff-137136a5e9fe&variant=thumb&extension=png
BB-32140-000-11,,,BRAD BINDER,,Brad Binder,White,TRUE,TRUE,BB-32140-000-11,BB-32140-000-11,,,,,,,MD,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=dee2fa8f-b8ec-4603-abff-137136a5e9fe,https://fs.amplifi.io//file?id=dee2fa8f-b8ec-4603-abff-137136a5e9fe&variant=thumb&extension=png
BB-32140-000-12,,,BRAD BINDER,,Brad Binder,White,TRUE,TRUE,BB-32140-000-12,BB-32140-000-12,,,,,,,LG,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=dee2fa8f-b8ec-4603-abff-137136a5e9fe,https://fs.amplifi.io//file?id=dee2fa8f-b8ec-4603-abff-137136a5e9fe&variant=thumb&extension=png
BB-32140-000-13,,,BRAD BINDER,,Brad Binder,White,TRUE,TRUE,BB-32140-000-13,BB-32140-000-13,,,,,,,XL,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=dee2fa8f-b8ec-4603-abff-137136a5e9fe,https://fs.amplifi.io//file?id=dee2fa8f-b8ec-4603-abff-137136a5e9fe&variant=thumb&extension=png
BB-32140-000-14,,,BRAD BINDER,,Brad Binder,White,TRUE,TRUE,BB-32140-000-14,BB-32140-000-14,,,,,,,XXL,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=dee2fa8f-b8ec-4603-abff-137136a5e9fe,https://fs.amplifi.io//file?id=dee2fa8f-b8ec-4603-abff-137136a5e9fe&variant=thumb&extension=png
BB-32141-001-10,,,BRAD BINDER,,Brad Binder,Black,TRUE,TRUE,BB-32141-001-10,BB-32141-001-10,,,,,,,SM,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=07752ae2-238c-454d-873b-c3271167c7f8,https://fs.amplifi.io//file?id=07752ae2-238c-454d-873b-c3271167c7f8&variant=thumb&extension=png
BB-32141-001-11,,,BRAD BINDER,,Brad Binder,Black,TRUE,TRUE,BB-32141-001-11,BB-32141-001-11,,,,,,,MD,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=07752ae2-238c-454d-873b-c3271167c7f8,https://fs.amplifi.io//file?id=07752ae2-238c-454d-873b-c3271167c7f8&variant=thumb&extension=png
BB-32141-001-12,,,BRAD BINDER,,Brad Binder,Black,TRUE,TRUE,BB-32141-001-12,BB-32141-001-12,,,,,,,LG,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=07752ae2-238c-454d-873b-c3271167c7f8,https://fs.amplifi.io//file?id=07752ae2-238c-454d-873b-c3271167c7f8&variant=thumb&extension=png
BB-32141-001-13,,,BRAD BINDER,,Brad Binder,Black,TRUE,TRUE,BB-32141-001-13,BB-32141-001-13,,,,,,,XL,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=07752ae2-238c-454d-873b-c3271167c7f8,https://fs.amplifi.io//file?id=07752ae2-238c-454d-873b-c3271167c7f8&variant=thumb&extension=png
BB-32141-001-14,,,BRAD BINDER,,Brad Binder,Black,TRUE,TRUE,BB-32141-001-14,BB-32141-001-14,,,,,,,XXL,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=07752ae2-238c-454d-873b-c3271167c7f8,https://fs.amplifi.io//file?id=07752ae2-238c-454d-873b-c3271167c7f8&variant=thumb&extension=png
BB-33008-001-10,,,BRAD BINDER,,Brad Binder,Black,TRUE,TRUE,BB-33008-001-10,BB-33008-001-10,,,,,,,SM,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=4a2621e8-f7fb-4ed9-8a12-e2f06a5fd49c,https://fs.amplifi.io//file?id=4a2621e8-f7fb-4ed9-8a12-e2f06a5fd49c&variant=thumb&extension=png
BB-33008-001-11,,,BRAD BINDER,,Brad Binder,Black,TRUE,TRUE,BB-33008-001-11,BB-33008-001-11,,,,,,,MD,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=4a2621e8-f7fb-4ed9-8a12-e2f06a5fd49c,https://fs.amplifi.io//file?id=4a2621e8-f7fb-4ed9-8a12-e2f06a5fd49c&variant=thumb&extension=png
BB-33008-001-12,,,BRAD BINDER,,Brad Binder,Black,TRUE,TRUE,BB-33008-001-12,BB-33008-001-12,,,,,,,LG,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=4a2621e8-f7fb-4ed9-8a12-e2f06a5fd49c,https://fs.amplifi.io//file?id=4a2621e8-f7fb-4ed9-8a12-e2f06a5fd49c&variant=thumb&extension=png
BB-33008-001-13,,,BRAD BINDER,,Brad Binder,Black,TRUE,TRUE,BB-33008-001-13,BB-33008-001-13,,,,,,,XL,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=4a2621e8-f7fb-4ed9-8a12-e2f06a5fd49c,https://fs.amplifi.io//file?id=4a2621e8-f7fb-4ed9-8a12-e2f06a5fd49c&variant=thumb&extension=png
BB-33008-001-14,,,BRAD BINDER,,Brad Binder,Black,TRUE,TRUE,BB-33008-001-14,BB-33008-001-14,,,,,,,XXL,,,,,,,-1,-1,MX,,,,https://fs.amplifi.io//file?id=4a2621e8-f7fb-4ed9-8a12-e2f06a5fd49c,https://fs.amplifi.io//file?id=4a2621e8-f7fb-4ed9-8a12-e2f06a5fd49c&variant=thumb&extension=png
BB-36045-476-10,,,BRAD BINDER,,Brad Binder,Fluo Orange,TRUE,TRUE,BB-36045-476-10,BB-36045-476-10,,,,,,,SM,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=eb04bda8-844e-4608-bbd0-600fe5bc39f1,https://fs.amplifi.io//file?id=eb04bda8-844e-4608-bbd0-600fe5bc39f1&variant=thumb&extension=png
BB-36045-476-11,,,BRAD BINDER,,Brad Binder,Fluo Orange,TRUE,TRUE,BB-36045-476-11,BB-36045-476-11,,,,,,,MD,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=eb04bda8-844e-4608-bbd0-600fe5bc39f1,https://fs.amplifi.io//file?id=eb04bda8-844e-4608-bbd0-600fe5bc39f1&variant=thumb&extension=png
BB-36045-476-12,,,BRAD BINDER,,Brad Binder,Fluo Orange,TRUE,TRUE,BB-36045-476-12,BB-36045-476-12,,,,,,,LG,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=eb04bda8-844e-4608-bbd0-600fe5bc39f1,https://fs.amplifi.io//file?id=eb04bda8-844e-4608-bbd0-600fe5bc39f1&variant=thumb&extension=png
BB-36045-476-13,,,BRAD BINDER,,Brad Binder,Fluo Orange,TRUE,TRUE,BB-36045-476-13,BB-36045-476-13,,,,,,,XL,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=eb04bda8-844e-4608-bbd0-600fe5bc39f1,https://fs.amplifi.io//file?id=eb04bda8-844e-4608-bbd0-600fe5bc39f1&variant=thumb&extension=png
BB-36045-476-14,,,BRAD BINDER,,Brad Binder,Fluo Orange,TRUE,TRUE,BB-36045-476-14,BB-36045-476-14,,,,,,,XXL,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=eb04bda8-844e-4608-bbd0-600fe5bc39f1,https://fs.amplifi.io//file?id=eb04bda8-844e-4608-bbd0-600fe5bc39f1&variant=thumb&extension=png
BB-36045-484-10,,,BRAD BINDER,,Brad Binder,Oatmeal,TRUE,TRUE,BB-36045-484-10,BB-36045-484-10,,,,,,,SM,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=2911a303-44d0-448a-bb54-35f70c7e8a0c,https://fs.amplifi.io//file?id=2911a303-44d0-448a-bb54-35f70c7e8a0c&variant=thumb&extension=png
BB-36045-484-11,,,BRAD BINDER,,Brad Binder,Oatmeal,TRUE,TRUE,BB-36045-484-11,BB-36045-484-11,,,,,,,MD,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=2911a303-44d0-448a-bb54-35f70c7e8a0c,https://fs.amplifi.io//file?id=2911a303-44d0-448a-bb54-35f70c7e8a0c&variant=thumb&extension=png
BB-36045-484-12,,,BRAD BINDER,,Brad Binder,Oatmeal,TRUE,TRUE,BB-36045-484-12,BB-36045-484-12,,,,,,,LG,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=2911a303-44d0-448a-bb54-35f70c7e8a0c,https://fs.amplifi.io//file?id=2911a303-44d0-448a-bb54-35f70c7e8a0c&variant=thumb&extension=png
BB-36045-484-13,,,BRAD BINDER,,Brad Binder,Oatmeal,TRUE,TRUE,BB-36045-484-13,BB-36045-484-13,,,,,,,XL,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=2911a303-44d0-448a-bb54-35f70c7e8a0c,https://fs.amplifi.io//file?id=2911a303-44d0-448a-bb54-35f70c7e8a0c&variant=thumb&extension=png
BB-36045-484-14,,,BRAD BINDER,,Brad Binder,Oatmeal,TRUE,TRUE,BB-36045-484-14,BB-36045-484-14,,,,,,,XXL,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=2911a303-44d0-448a-bb54-35f70c7e8a0c,https://fs.amplifi.io//file?id=2911a303-44d0-448a-bb54-35f70c7e8a0c&variant=thumb&extension=png
BB-39504-015-10,,,BRAD BINDER,,Brad Binder,Navy,TRUE,TRUE,BB-39504-015-10,BB-39504-015-10,,,,,,,SM,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=6bbb97cd-b96e-4e45-b901-819eed675c3b,https://fs.amplifi.io//file?id=6bbb97cd-b96e-4e45-b901-819eed675c3b&variant=thumb&extension=png
BB-39504-015-11,,,BRAD BINDER,,Brad Binder,Navy,TRUE,TRUE,BB-39504-015-11,BB-39504-015-11,,,,,,,MD,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=6bbb97cd-b96e-4e45-b901-819eed675c3b,https://fs.amplifi.io//file?id=6bbb97cd-b96e-4e45-b901-819eed675c3b&variant=thumb&extension=png
BB-39504-015-12,,,BRAD BINDER,,Brad Binder,Navy,TRUE,TRUE,BB-39504-015-12,BB-39504-015-12,,,,,,,LG,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=6bbb97cd-b96e-4e45-b901-819eed675c3b,https://fs.amplifi.io//file?id=6bbb97cd-b96e-4e45-b901-819eed675c3b&variant=thumb&extension=png
BB-39504-015-13,,,BRAD BINDER,,Brad Binder,Navy,TRUE,TRUE,BB-39504-015-13,BB-39504-015-13,,,,,,,XL,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=6bbb97cd-b96e-4e45-b901-819eed675c3b,https://fs.amplifi.io//file?id=6bbb97cd-b96e-4e45-b901-819eed675c3b&variant=thumb&extension=png
BB-39504-015-14,,,BRAD BINDER,,Brad Binder,Navy,TRUE,TRUE,BB-39504-015-14,BB-39504-015-14,,,,,,,XXL,,,,,,,-1,-1,CN,,,,https://fs.amplifi.io//file?id=6bbb97cd-b96e-4e45-b901-819eed675c3b,https://fs.amplifi.io//file?id=6bbb97cd-b96e-4e45-b901-819eed675c3b&variant=thumb&extension=png
01001-487-01,"Bike, Moto",N/A,TECH,Goggle Case,Accessories,Black/Fluo Yellow,#N/A,FALSE,01001-487-01,01001-487-01,,,,,,,,,,,,,,45,50,CN,100% Polyester,"Transport your goggles in style with our custom carrying case. Features a padded interior and organization to keep goggles, lenses and accessories organized and secure.","• Stores up to 4 goggles and accessories
• EVA molded top panel provided extra protection during transport
• 3-D molded rubber grip 
• Interior pockets to keep your essentials organized
• Removable foam insert to store your GoPro camera and mounts
• Padded compartment dividers with sleeves for lens storage",https://fs.amplifi.io//file?id=c1181d25-fec3-4052-bd80-64350d00d926,https://fs.amplifi.io//file?id=c1181d25-fec3-4052-bd80-64350d00d926&variant=thumb&extension=png
01001-488-01,"Bike, Moto",N/A,GEO,Goggle Case,Accessories,Red/Blue,#N/A,FALSE,01001-488-01,01001-488-01,,,,,,,,,,,,,,45,50,CN,100% Polyester,"Transport your goggles in style with our custom carrying case. Features a padded interior and organization to keep goggles, lenses and accessories organized and secure.","• Stores up to 4 goggles and accessories
• EVA molded top panel provided extra protection during transport
• 3-D molded rubber grip 
• Interior pockets to keep your essentials organized
• Removable foam insert to store your GoPro camera and mounts
• Padded compartment dividers with sleeves for lens storage",https://fs.amplifi.io//file?id=2ae2fb08-ab3f-4cbb-8b54-f50ec2779e28,https://fs.amplifi.io//file?id=2ae2fb08-ab3f-4cbb-8b54-f50ec2779e28&variant=thumb&extension=png
01001-489-01,"Bike, Moto",N/A,RAPID,Goggle Case,Accessories,Black,#N/A,FALSE,01001-489-01,01001-489-01,,,,,,,,,,,,,,45,50,CN,100% Polyester,"Transport your goggles in style with our custom carrying case. Features a padded interior and organization to keep goggles, lenses and accessories organized and secure.","• Stores up to 4 goggles and accessories
• EVA molded top panel provided extra protection during transport
• 3-D molded rubber grip 
• Interior pockets to keep your essentials organized
• Removable foam insert to store your GoPro camera and mounts
• Padded compartment dividers with sleeves for lens storage",https://fs.amplifi.io//file?id=668d2f51-d821-453d-8b2a-352a990e66f6,https://fs.amplifi.io//file?id=668d2f51-d821-453d-8b2a-352a990e66f6&variant=thumb&extension=png
01004-007-01,"Bike, Moto",N/A,SKYCAP,Backpack,Accessories,Grey,#N/A,FALSE,01004-007-01,01004-007-01,,,,,,,,,,,,,,50,55,CN,100% Polyester,"Our all new SKYCAP is the perfect 2 compartment back-to-school utility backpack. This pack offers great school friendly organization in a compact design directly driven from the 100% design DNA. This pack features a zippered fleece lined eyewear/media pocket, interior padded tablet sleeve with organization, room for all needed supplies and a zippered front stash pocket with easy access.","• large main compartment
• front zippered accessory stash pocket
• upper zippered fleece lined sunglass/glasses pocket
• padded interior laptop/tablet sleeve
• Internal organization pockets
• Screenprint logos
• padded back panel
• padded shoulder straps
• haul handle at top
• 44cm H x 25cm W x 12cm D
• 13.2L",https://fs.amplifi.io//file?id=6c5d0830-6f8a-4879-8ff9-dd880b9c674f,https://fs.amplifi.io//file?id=6c5d0830-6f8a-4879-8ff9-dd880b9c674f&variant=thumb&extension=png
