Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
59078-00001,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Mirror,,Mirror Silver,TRUE,TRUE,59078-00001,59078-00001,,,,,,,,,,,,,,24,26,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=9f8f9396-2119-4afd-a4d1-49473a71700c,https://fs.amplifi.io//file?id=9f8f9396-2119-4afd-a4d1-49473a71700c&variant=thumb&extension=png
59078-00002,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Mirror,,Mirror Gold,TRUE,TRUE,59078-00002,59078-00002,,,,,,,,,,,,,,24,26,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=4e9dc044-8715-4fbc-b683-a4b223591d86,https://fs.amplifi.io//file?id=4e9dc044-8715-4fbc-b683-a4b223591d86&variant=thumb&extension=png
59078-00003,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Mirror,,Mirror Green,TRUE,TRUE,59078-00003,59078-00003,,,,,,,,,,,,,,24,26,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=029580a1-0e28-4730-a2db-e4039fac6d18,https://fs.amplifi.io//file?id=029580a1-0e28-4730-a2db-e4039fac6d18&variant=thumb&extension=png
59078-00004,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Mirror,,Mirror Blue,TRUE,TRUE,59078-00004,59078-00004,,,,,,,,,,,,,,24,26,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=49fce07f-401f-4e45-a6a0-e1d826fdc74b,https://fs.amplifi.io//file?id=49fce07f-401f-4e45-a6a0-e1d826fdc74b&variant=thumb&extension=png
59078-00005,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Mirror,,Mirror Red,TRUE,TRUE,59078-00005,59078-00005,,,,,,,,,,,,,,24,26,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=31e7cced-3a67-4e20-9446-774f7c234fb2,https://fs.amplifi.io//file?id=31e7cced-3a67-4e20-9446-774f7c234fb2&variant=thumb&extension=png
59078-00006,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Mirror,,Mirror Pink,TRUE,TRUE,59078-00006,59078-00006,,,,,,,,,,,,,,24,26,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=bafbb0da-55b3-4696-9e0c-557c1275ea6f,https://fs.amplifi.io//file?id=bafbb0da-55b3-4696-9e0c-557c1275ea6f&variant=thumb&extension=png
59078-00007,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Mirror,,Mirror True Gold,TRUE,TRUE,59078-00007,59078-00007,,,,,,,,,,,,,,24,26,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=0f019bcf-47b7-4b9a-8756-b2e56366d8e5,https://fs.amplifi.io//file?id=0f019bcf-47b7-4b9a-8756-b2e56366d8e5&variant=thumb&extension=png
59078-00008,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Mirror,,Mirror Red/Blue,TRUE,TRUE,59078-00008,59078-00008,,,,,,,,,,,,,,24,26,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=cff97ac7-fc5d-48a3-8994-aef2869c8db5,https://fs.amplifi.io//file?id=cff97ac7-fc5d-48a3-8994-aef2869c8db5&variant=thumb&extension=png
59079-00001,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Photochromic,,Photochromic,TRUE,TRUE,59079-00001,59079-00001,,,,,,,,,,,,,,39,41,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=a4468b06-d279-4dab-8b35-0c34edd8fc2a,https://fs.amplifi.io//file?id=a4468b06-d279-4dab-8b35-0c34edd8fc2a&variant=thumb&extension=png
59080-00001,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane,,Clear,TRUE,TRUE,59080-00001,59080-00001,,,,,,,,,,,,,,17,19,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=4ce967d0-0ae9-420a-a5b0-95b05d2a4b3c,https://fs.amplifi.io//file?id=4ce967d0-0ae9-420a-a5b0-95b05d2a4b3c&variant=thumb&extension=png
59080-00002,"Bike, Moto",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane,,Smoke,TRUE,TRUE,59080-00002,59080-00002,,,,,,,,,,,,,,17,19,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=dbd07b1f-6723-4870-8890-95fe0e8d272b,https://fs.amplifi.io//file?id=dbd07b1f-6723-4870-8890-95fe0e8d272b&variant=thumb&extension=png
59082-00001,"Bike, Snowmobile",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Clear,TRUE,TRUE,59082-00001,59082-00001,,,,,,,,,,,,,,17,19,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=ac7c1b6f-b333-4aca-8cc3-bdfd0229711b,https://fs.amplifi.io//file?id=ac7c1b6f-b333-4aca-8cc3-bdfd0229711b&variant=thumb&extension=png
59082-00002,"Bike, Snowmobile",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Smoke,TRUE,TRUE,59082-00002,59082-00002,,,,,,,,,,,,,,17,19,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=d88b41ca-b285-4c60-ac6d-ef894a53249d,https://fs.amplifi.io//file?id=d88b41ca-b285-4c60-ac6d-ef894a53249d&variant=thumb&extension=png
59082-00003,"Bike, Snowmobile",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Yellow,TRUE,TRUE,59082-00003,59082-00003,,,,,,,,,,,,,,17,19,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=211b5098-7c6f-43c5-83a4-3a234aed3dfa,https://fs.amplifi.io//file?id=211b5098-7c6f-43c5-83a4-3a234aed3dfa&variant=thumb&extension=png
59082-00004,"Bike, Snowmobile",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Blue,TRUE,TRUE,59082-00004,59082-00004,,,,,,,,,,,,,,17,19,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=079b725d-f7bc-4391-8e02-1dfe18800d7c,https://fs.amplifi.io//file?id=079b725d-f7bc-4391-8e02-1dfe18800d7c&variant=thumb&extension=png
59082-00005,"Bike, Snowmobile",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Rose,TRUE,TRUE,59082-00005,59082-00005,,,,,,,,,,,,,,17,19,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=bfefaa17-df01-49b3-8f25-b306e8d40d30,https://fs.amplifi.io//file?id=bfefaa17-df01-49b3-8f25-b306e8d40d30&variant=thumb&extension=png
59082-00006,"Bike, Snowmobile",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Persimmon,TRUE,TRUE,59082-00006,59082-00006,,,,,,,,,,,,,,17,19,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=be10d47b-7fd7-4634-94d3-e446a5395c6a,https://fs.amplifi.io//file?id=be10d47b-7fd7-4634-94d3-e446a5395c6a&variant=thumb&extension=png
59083-00001,"Bike, Snowmobile",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Mirror Silver,TRUE,TRUE,59083-00001,59083-00001,,,,,,,,,,,,,,39,41,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=07bc622d-db95-4b78-8ec3-37d015e16df4,https://fs.amplifi.io//file?id=07bc622d-db95-4b78-8ec3-37d015e16df4&variant=thumb&extension=png
59083-00002,"Bike, Snowmobile",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Mirror Blue,TRUE,TRUE,59083-00002,59083-00002,,,,,,,,,,,,,,39,41,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=eab15991-0e9f-415e-ba2f-98f434163285,https://fs.amplifi.io//file?id=eab15991-0e9f-415e-ba2f-98f434163285&variant=thumb&extension=png
59083-00004,"Bike, Snowmobile",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Mirror Gold,TRUE,TRUE,59083-00004,59083-00004,,,,,,,,,,,,,,39,41,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=c5923c7a-a8de-4b11-9768-8c014e742f76,https://fs.amplifi.io//file?id=c5923c7a-a8de-4b11-9768-8c014e742f76&variant=thumb&extension=png
59083-00005,"Bike, Snowmobile",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Mirror Green,TRUE,TRUE,59083-00005,59083-00005,,,,,,,,,,,,,,39,41,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=b215a480-fdda-4e12-8d8d-afd0413b7c0c,https://fs.amplifi.io//file?id=b215a480-fdda-4e12-8d8d-afd0413b7c0c&variant=thumb&extension=png
59083-00006,"Bike, Snowmobile",N/A,RC2/AC2/ST2,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Dual Pane Vented,,Mirror Red,TRUE,TRUE,59083-00006,59083-00006,,,,,,,,,,,,,,39,41,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2",1 Piece,https://fs.amplifi.io//file?id=eff5d095-d45d-4acb-a8d2-ef2c2a7a1282,https://fs.amplifi.io//file?id=eff5d095-d45d-4acb-a8d2-ef2c2a7a1282&variant=thumb&extension=png
59084-00001,"Bike, Moto",N/A,RC2/AC2/ST2,Standard Tear-Offs,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Tear-Offs,Standard,,20 PK,TRUE,TRUE,59084-00001,59084-00001,,,,,,,,,,,,,,14,17,CN,100% Polyethylene Terephthalate (PET),"20 Pack of Tear-offs for Gen 2 goggles - Racecraft 2, Accuri 2 and Strata 2",20 Pack,https://fs.amplifi.io//file?id=a357a685-3535-4273-851b-987b51df8a23,https://fs.amplifi.io//file?id=a357a685-3535-4273-851b-987b51df8a23&variant=thumb&extension=png
59085-00001,"Bike, Moto",N/A,RC2/AC2/ST2,Standard Tear-Offs,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Tear-Offs,Standard,,50 PK,TRUE,TRUE,59085-00001,59085-00001,,,,,,,,,,,,,,30,33,CN,100% Polyethylene Terephthalate (PET),"50 Pack of Tear-offs for Gen 2 goggles - Racecraft 2, Accuri 2 and Strata 2",50 Pack,https://fs.amplifi.io//file?id=1723a9f4-9da4-4925-87fd-90ed0ddc3f33,https://fs.amplifi.io//file?id=1723a9f4-9da4-4925-87fd-90ed0ddc3f33&variant=thumb&extension=png
59086-00001,"Bike, Moto",N/A,RC2/AC2/ST2,Laminated Tear-Offs,Goggle Accessories,Hard Goods,SP22,"FA22, SP22, SP23",Tear-Offs,Laminated,,2 x 7 PK,TRUE,TRUE,59086-00001,59086-00001,,,,,,,,,,,,,,13,16,US,100% Polyethylene Terephthalate (PET),"Laminated Tear-offs for Gen 2 goggles - Racecraft 2, Accuri 2 and Strata 2",2x7 Pack,https://fs.amplifi.io//file?id=52473e1a-c2c6-4b94-9653-c256e7b80706,https://fs.amplifi.io//file?id=52473e1a-c2c6-4b94-9653-c256e7b80706&variant=thumb&extension=png
59090-00001,"Bike, Moto",N/A,RC2/AC2/ST2 PLUS,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Clear,,Clear,TRUE,TRUE,59090-00001,59090-00001,,,,,,,,,,,,,,27.5,29.5,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Lens: Pre-curved, injection polycarbonate shield lens. Share the same lens shape across the product line.
- Lens Attachment: 9 pin lens retention system. The highest number of retention point in the industry ensures a secure fit.
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=7a1adad4-2aab-42dc-9ce9-6e1855dcd9b4,https://fs.amplifi.io//file?id=7a1adad4-2aab-42dc-9ce9-6e1855dcd9b4&variant=thumb&extension=png
59090-00002,"Bike, Moto",N/A,RC2/AC2/ST2 PLUS,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Clear,,Blue,TRUE,TRUE,59090-00002,59090-00002,,,,,,,,,,,,,,27.5,29.5,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Lens: Pre-curved, injection polycarbonate shield lens. Share the same lens shape across the product line.
- Lens Attachment: 9 pin lens retention system. The highest number of retention point in the industry ensures a secure fit.
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=fba0e594-000d-4c4e-9610-fbffb558988f,https://fs.amplifi.io//file?id=fba0e594-000d-4c4e-9610-fbffb558988f&variant=thumb&extension=png
59091-00001,"Bike, Moto",N/A,RC2/AC2/ST2 PLUS,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Mirror,,Mirror Silver Flash,TRUE,TRUE,59091-00001,59091-00001,,,,,,,,,,,,,,39,41,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Lens: Pre-curved, injection polycarbonate shield lens. Share the same lens shape across the product line.
- Lens Attachment: 9 pin lens retention system. The highest number of retention point in the industry ensures a secure fit.
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=899c4dc9-154a-450f-98dd-82b699c825df,https://fs.amplifi.io//file?id=899c4dc9-154a-450f-98dd-82b699c825df&variant=thumb&extension=png
59091-00002,"Bike, Moto",N/A,RC2/AC2/ST2 PLUS,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Mirror,,Mirror Silver,TRUE,TRUE,59091-00002,59091-00002,,,,,,,,,,,,,,39,41,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Lens: Pre-curved, injection polycarbonate shield lens. Share the same lens shape across the product line.
- Lens Attachment: 9 pin lens retention system. The highest number of retention point in the industry ensures a secure fit.
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=a0ebf93a-405c-40b9-b81b-e3b2c079f08e,https://fs.amplifi.io//file?id=a0ebf93a-405c-40b9-b81b-e3b2c079f08e&variant=thumb&extension=png
59091-00003,"Bike, Moto",N/A,RC2/AC2/ST2 PLUS,Replacement,Goggle Accessories,Hard Goods,SP22,"FA22,SP22",Replacement Lenses,Mirror,,Mirror Blue,TRUE,TRUE,59091-00003,59091-00003,,,,,,,,,,,,,,39,41,CN,100% Polycarbonate (PC),"The premier collection of Generation 2 goggles from 100% feature an enhanced field of view and a more comfortable fit.  The Gen 2 Goggle replacement lens for the Racecraft 2, Accuri 2 and Strata 2","- Lens: Pre-curved, injection polycarbonate shield lens. Share the same lens shape across the product line.
- Lens Attachment: 9 pin lens retention system. The highest number of retention point in the industry ensures a secure fit.
- Safeguards against UVA and UVB spectrums up to 400nm",https://fs.amplifi.io//file?id=53c130f0-5d63-457d-8686-20ece07e8cf2,https://fs.amplifi.io//file?id=53c130f0-5d63-457d-8686-20ece07e8cf2&variant=thumb&extension=png
