Hash,Division,Collection,ProductNameDescription,ProductCategory,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures
40004-00000,Bike,SP23,R-CORE CONCEPT Long Sleeve Jersey,Gear,Black,TRUE,TRUE,40004-00000,40004-00000,40004-00001,40004-00002,40004-00003,40004-00004,,,S,M,L,XL,2XL,,,49,49,TW,"86% Polyester
14% Elastane","If you're looking for a competitive edge, this jersey has you covered. R-Core Concept is applying experience while redefining standards to yield different results. When every millisecond counts, this aerodynamic fit can make that difference.","• Polyester/Elastane jersey fabric
• Moisture Management Properties
• Aerodynamic chassis
• Screen printed graphics
• Flat-lock seams for comfort and resists chafing
• Wear under the R-Core Concept Bib or as is"
40006-00000,Bike,SP23,R-CORE Pants,Gear,Black,TRUE,TRUE,40006-00000,40006-00000,40006-00001,40006-00002,40006-00003,40006-00004,40006-00005,40006-00006,28,30,32,34,36,38,40,119,119,CN,100% Polyester,"R-Core represents our Downhill DNA with a premier line of technical riding apparel enabling you to attack your run with confidence and style. Crafted from durable, yet lightweight materials, R-Core is engineered to offer comfort and protection run after run.","• DWR 2-way mechanical stretch polyester fabric  
• Inseam laser holes for increased air flow
• Stretch-mesh venting at back knee increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Printed graphics
• Zipper pocket for security of essentials
• Articulated knee improves mobility"
40007-00000,Bike,SP23,R-CORE Shorts,Gear,Black,TRUE,TRUE,40007-00000,40007-00000,40007-00001,40007-00002,40007-00003,40007-00004,40007-00005,40007-00006,28,30,32,34,36,38,40,89,89,CN,100% Polyester,"R-Core represents our Downhill DNA with a premier line of technical riding apparel enabling you to attack your run with confidence and style. Crafted from durable, yet lightweight materials, R-Core is engineered to offer comfort and protection run after run.","• DWR 2-way mechanical stretch polyester fabric  
• Inseam laser holes for increased air flow
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Printed graphics
• Zipper pocket for security of essentials"
40009-00000,Bike,SP23,R-CORE Youth Pants,Gear,Black,TRUE,TRUE,40009-00000,40009-00000,40009-00001,40009-00002,40009-00003,,,,22,24,26,28,,,,99,99,CN,100% Polyester,"R-Core represents our Downhill DNA with a premier line of technical riding apparel enabling you to attack your run with confidence and style. Crafted from durable, yet lightweight materials, R-Core is engineered to offer comfort and protection run after run.","• DWR 2-way mechanical stretch polyester fabric  
• Inseam laser holes for increased air flow
• Stretch-mesh venting increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Printed graphics
• Zipper pocket for security of essentials
• Articulated knee improves mobility"
40010-00000,Bike,SP23,R-CORE Youth Shorts,Gear,Black,TRUE,TRUE,40010-00000,40010-00000,40010-00001,40010-00002,40010-00003,,,,22,24,26,28,,,,84,84,CN,100% Polyester,"R-Core represents our Downhill DNA with a premier line of technical riding apparel enabling you to attack your run with confidence and style. Crafted from durable, yet lightweight materials, R-Core is engineered to offer comfort and protection run after run.","• DWR 2-way mechanical stretch polyester fabric  
• Inseam laser holes for increased air flow
• Stretch-mesh venting increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Printed graphics
• Zipper pocket for security of essentials
• Articulated knee improves mobility"
40015-00000,Bike,SP23,AIRMATIC Women's Short Sleeve Jersey,Gear,Black,TRUE,FALSE,40015-00000,40015-00000,40015-00001,40015-00002,40015-00003,,,,S,M,L,XL,,,,49,49,TW,100% Polyester,The Women's Airmatic all-mountain riding apparel provides all day comfort without sacrificing style. Purpose built to offer an exceptional fit for female riders with just the right amount of technical features makes it the perfect choice.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant sublimated graphics
• Unique neckline for added style and comfort
• Internal goggle wipe keeps your eye protection clean"
40016-00000,Bike,SP23,AIRMATIC MESH Short Sleeve Jersey,Gear,Slate Blue,TRUE,FALSE,40016-00000,40016-00000,40016-00001,40016-00002,40016-00003,40016-00004,,,S,M,L,XL,2XL,,,54,54,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"•Technical mesh knit fabric for breathability with a casual t-shirt look and feel.
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean"
40016-00005,Bike,SP23,AIRMATIC MESH Short Sleeve Jersey,Gear,Grey,TRUE,FALSE,40016-00005,40016-00005,40016-00006,40016-00007,40016-00008,40016-00009,,,S,M,L,XL,2XL,,,54,54,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"•Technical mesh knit fabric for breathability with a casual t-shirt look and feel.
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean"
40019-00000,Bike,SP23,AIRMATIC Long Sleeve Jersey,Gear,Black,TRUE,FALSE,40019-00000,40019-00000,40019-00001,40019-00002,40019-00003,40019-00004,,,S,M,L,XL,2XL,,,59,59,TW,100% Polyester,Airmatic All Mountain riding gear provides all day comfort for any trail conditions you encounter. Airmatic mesh offers the same exceptional quality as Airmatic. The fabric offers more breathability to achieve peak performance.,"• Technical heather jersey fabric with a casual t-shirt look and feel
• Fade resistant all over sublimated graphics
• Reflective logo on back for increased visibility
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean"
40021-00000,Bike,SP23,AIRMATIC Shorts,Gear,Black,TRUE,TRUE,40021-00000,40021-00000,40021-00001,40021-00002,40021-00003,40021-00004,40021-00005,40021-00006,28,30,32,34,36,38,40,99,99,CN,"96% Polyester
4% Elastane",Airmatic All Mountain riding gear provides all day comfort for most trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch-mesh back panel increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool"
40021-00014,Bike,SP23,AIRMATIC Shorts,Gear,Charcoal,TRUE,TRUE,40021-00014,40021-00014,40021-00015,40021-00016,40021-00017,40021-00018,40021-00019,40021-00020,28,30,32,34,36,38,40,99,99,CN,"96% Polyester
4% Elastane",Airmatic All Mountain riding gear provides all day comfort for most trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch-mesh back panel increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool"
40021-00021,Bike,SP23,AIRMATIC Shorts,Gear,Navy,TRUE,TRUE,40021-00021,40021-00021,40021-00022,40021-00023,40021-00024,40021-00025,40021-00026,40021-00027,28,30,32,34,36,38,40,99,99,CN,"96% Polyester
4% Elastane",Airmatic All Mountain riding gear provides all day comfort for most trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch-mesh back panel increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool"
40023-00000,Bike,SP23,AIRMATIC Women's Shorts,Gear,Black,TRUE,TRUE,40023-00000,40023-00000,40023-00001,40023-00002,40023-00003,,,,S,M,L,XL,,,,99,99,CN,"96% Polyester
4% Elastane",The Women's Airmatic all-mountain riding apparel provides all day comfort without sacrificing style. Purpose built to offer an exceptional fit for female riders with just the right amount of technical features makes it the perfect choice.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch-mesh back panel increases airflow and mobility
• Mountaineering-inspired adjustable closure for the perfect fit
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool"
40025-00000,Bike,SP23,AIRMATIC Pants,Gear,Black,TRUE,TRUE,40025-00000,40025-00000,40025-00001,40025-00002,40025-00003,40025-00004,40025-00005,40025-00006,28,30,32,34,36,38,40,119,119,CN,"96% Polyester
4% Elastane",Airmatic All Mountain riding gear provides all day comfort for most trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch mesh gusset fly with adjustable metal hook closure for the perfect fit
• Tapered leg reduces drag and articulated knee improves mobility
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool"
40025-00014,Bike,SP23,AIRMATIC Pants,Gear,Charcoal,TRUE,TRUE,40025-00014,40025-00014,40025-00015,40025-00016,40025-00017,40025-00018,40025-00019,40025-00020,28,30,32,34,36,38,40,119,119,CN,"96% Polyester
4% Elastane",Airmatic All Mountain riding gear provides all day comfort for most trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Stretch mesh gusset fly with adjustable metal hook closure for the perfect fit
• Tapered leg reduces drag and articulated knee improves mobility
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool"
40026-00000,Bike,SP23,AIRMATIC Women's Pants,Gear,Black,TRUE,TRUE,40026-00000,40026-00000,40026-00001,40026-00002,40026-00003,,,,S,M,L,XL,,,,119,119,CN,"96% Polyester
4% Elastane",Airmatic All Mountain riding gear provides all day comfort for most trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Zipper fly with adjustable metal hook closure for the perfect fit
• Tapered leg reduces drag and articulated knee improves mobility
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool"
40026-00004,Bike,SP23,AIRMATIC Women's Pants,Gear,Charcoal,TRUE,TRUE,40026-00004,40026-00004,40026-00005,40026-00006,40026-00007,,,,S,M,L,XL,,,,119,119,CN,"96% Polyester
4% Elastane",Airmatic All Mountain riding gear provides all day comfort for most trail conditions you encounter. Airmatic strikes the perfect balance of fit and function and is constructed with exceptional materials for long lasting wear.,"• DWR mid-weight polyester/spandex 4-way stretch woven fabric
• Zipper fly with adjustable metal hook closure for the perfect fit
• Tapered leg reduces drag and articulated knee improves mobility
• Silicone print on inner waistband to minimize slippage
• Zipper pockets for security of essentials
• Stabilization pocket to store device or tool"
40028-00000,Bike,SP23,RIDECAMP Long Sleeve Jersey,Gear,Black/Charcoal,TRUE,TRUE,40028-00000,40028-00000,40028-00001,40028-00002,40028-00003,40028-00004,,,S,M,L,XL,2XL,,,44,44,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean"
40029-00000,Bike,SP23,RIDECAMP Shorts,Gear,Black,TRUE,TRUE,40029-00000,40029-00000,40029-00001,40029-00002,40029-00003,40029-00004,40029-00005,40029-00006,28,30,32,34,36,38,40,69,69,CN,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Stretch mesh fly with adjustable snap waist closure
• Velcro cargo pocket and zipper pocket for security of essentials
• Reflective tape for increased visibility"
40029-00007,Bike,SP23,RIDECAMP Shorts,Gear,Charcoal,TRUE,TRUE,40029-00007,40029-00007,40029-00008,40029-00009,40029-00010,40029-00011,40029-00012,40029-00013,28,30,32,34,36,38,40,69,69,CN,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Stretch mesh fly with adjustable snap waist closure
• Velcro cargo pocket and zipper pocket for security of essentials
• Reflective tape for increased visibility"
40030-00000,Bike,SP23,RIDECAMP Shorts w/ Liner,Gear,Black,TRUE,TRUE,40030-00000,40030-00000,40030-00001,40030-00002,40030-00003,40030-00004,40030-00005,40030-00006,28,30,32,34,36,38,40,99,99,CN,"Shell
100% Polyester
Lining
100% Polyester","Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Stretch mesh fly with adjustable snap waist closure
• Reflective logo for increased visibility
• Velcro cargo pocket and zipper pocket for security of essentials
• Mesh liner short with brushed elastic and comfy chamois included"
40033-00000,Bike,SP23,RIDECAMP Youth Shorts,Gear,Black,TRUE,TRUE,40033-00000,40033-00000,40033-00001,40033-00002,40033-00003,,,,22,24,26,28,,,,64,64,CN,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Stretch mesh fly with adjustable snap waist closure
• Velcro cargo pocket and zipper pocket for security of essentials
• Reflective logo for increased visibility"
40034-00000,Bike,SP23,RIDECAMP Youth Shorts w/ Liner,Gear,Black,TRUE,TRUE,40034-00000,40034-00000,40034-00001,40034-00002,40034-00003,,,,22,24,26,28,,,,89,89,CN,"Shell
100% Polyester
Lining
100% Polyester","Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Stretch mesh fly with adjustable snap waist closure
• Velcro cargo pocket and zipper pocket for security of essentials
• Reflective logo for increased visibility
• Mesh liner short with brushed elastic and comfy chamois included"
40035-00000,Bike,SP23,RIDECAMP Women's Short Sleeve Jersey,Gear,Black/Grey,TRUE,TRUE,40035-00000,40035-00000,40035-00001,40035-00002,40035-00003,,,,L,M,S,XL,,,,39,39,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean"
40036-00000,Bike,SP23,RIDECAMP Women's Long Sleeve Jersey,Gear,Grey/Black,TRUE,TRUE,40036-00000,40036-00000,40036-00001,40036-00002,40036-00003,,,,S,M,L,XL,,,,44,44,TW,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• Polyester mesh fabric with moisture management and anti-microbial properties
• Screen-printed graphics
• Drop tail provides full coverage in riding position
• Internal goggle wipe keeps your eye protection clean"
40037-00000,Bike,SP23,RIDECAMP Women's Shorts,Gear,Black,TRUE,TRUE,40037-00000,40037-00000,40037-00001,40037-00002,40037-00003,,,,S,M,L,XL,,,,69,69,CN,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Zipper fly with adjustable snap waist closure
• Zipper pockets for security of essentials
• Reflective logo for increased visibility"
40037-00008,Bike,SP23,RIDECAMP Women's Shorts,Gear,Grey,TRUE,TRUE,40037-00008,40037-00008,40037-00009,40037-00010,40037-00011,,,,S,M,L,XL,,,,69,69,CN,100% Polyester,"Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Zipper fly with adjustable snap waist closure
• Zipper pockets for security of essentials
• Reflective logo for increased visibility"
40038-00000,Bike,SP23,RIDECAMP Women's Shorts w/ Liner,Gear,Black,TRUE,TRUE,40038-00000,40038-00000,40038-00001,40038-00002,40038-00003,,,,S,M,L,XL,,,,99,99,CN,"Shell
100% Polyester
Lining
100% Polyester","Ridecamp All Mountain Riding gear provides exceptional performance and comfort and a value that will keep you on the trails longer. Loaded with essential features and finished with a clean design, the Ridecamp is the perfect all-around gear.","• DWR Polyester 2-way mechanical stretch twill fabric
• Zipper fly with adjustable snap waist closure
• Zipper pockets for security of essentials
• Reflective logo for increased visibility
• Mesh liner short with brushed elastic and comfy chamois included"
40039-00000,Bike,SP23,HYDROMATIC Jacket,Gear,Black,TRUE,TRUE,40039-00000,40039-00000,40039-00001,40039-00002,40039-00003,40039-00004,,,S,M,L,XL,2XL,,,189,189,CN,"90% Polyester
10% Nylon","Our Hydromatic collection of outerwear incorporates key features to battle tough riding conditions with a lightweight, aerodynamic fit. Stay warm and dry without sacrificing style and comfort.","• Mechanical Stretch Woven with 2.5 layer 10K/10K waterproof/breathable laminate
• Water Resistant Coating to minimize liquid penetration
• Cordura sleeve panels for added abrasion resistance
• Fully taped seams keep you dry in wet conditions
• 2-Way Waterproof CF zipper for added weather protection and ventilation
• Waterproof zippers and taped hand pockets
• Sock cord encased inside hood and hem channels for ideal fit
• Adjustable sleeve tabs for optimal fit with or without gloves
• Back venting for increased air flow
• Aerodynamic fit with drop tail hem for best riding performance
• Microfiber wipe inside pocket to aid in keeping your eye wear clean
• Reflective logos on front and back for visibility
• Snap and loop at inside of hood to consolidate when not riding"
40040-00000,Bike,SP23,HYDROMATIC Shorts,Gear,Black,TRUE,TRUE,40040-00000,40040-00000,40040-00001,40040-00002,40040-00003,40040-00004,40040-00005,40040-00006,28,30,32,34,36,38,40,139,139,CN,"80% Polyester
20% Nylon","Our Hydromatic collection of outerwear incorporates key features to battle tough riding conditions with a lightweight, aerodynamic fit. Stay warm and dry without sacrificing style and comfort.","• Mechanical Stretch Woven with 2.5 layer 10K/10K waterproof/breathable laminate
• Water Resistant Coating to minimize liquid penetration
• Cordura back saddle panel for added abrasion resistance
• Fully taped seams keep you dry in wet conditions
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Waterproof pocket zippers for added security of essentials
• Stabilization pocket to store device or tool
• Silicone print on inner waistband to minimize slippage
• Aerodynamic fit for best riding performance
• Reflective logos for added visibility."
40041-00000,Bike,SP23,HYDROMATIC Pants,Gear,Black,TRUE,TRUE,40041-00000,40041-00000,40041-00001,40041-00002,40041-00003,40041-00004,40041-00005,40041-00006,28,30,32,34,36,38,40,169,169,CN,"80% Polyester
20% Nylon","Our Hydromatic collection of outerwear incorporates key features to battle tough riding conditions with a lightweight, aerodynamic fit. Stay warm and dry without sacrificing style and comfort.","• Mechanical Stretch Woven with 2.5 layer 10K/10K waterproof/breathable laminate
• Water Resistant Coating to minimize liquid penetration
• Cordura back saddle and knee panels for added abrasion resistance
• Fully taped seams keep you dry in wet conditions
• BOA System dial and lace technology for a lightweight, incrementally adjustable waist closure for the ideal fit
• Waterproof pocket zippers for added security of essentials
• Waterproof hem zippers to aid in dressing and removal with ease
• Stabilization pocket to store device or tool
• Silicone print on inner waistband to minimize slippage
• Aerodynamic fit for best riding performance
• Reflective logos for added visibility."
40042-00000,Bike,SP23,CORRIDOR Stretch Windbreaker,Gear,Black,TRUE,TRUE,40042-00000,40042-00000,40042-00001,40042-00002,40042-00003,40042-00004,,,S,M,L,XL,2XL,,,99,99,TW,100% Nylon,Essentially Light This is a must-have in your riding bag. It's compact and highly effective for blocking the wind when you are giving full effort on the road or trails. The reflective logos aid in keeping you visible too.,"• Mechanical stretch woven micro rip-stop
• Water Resistant Coating to minimize liquid penetration
• Ideal for blocking wind on the road or trails
• Zippered side pockets for add security
• Microfiber wipe inside pocket to aid in keeping your eye wear clean
• Reflective taping and logos on front and back for visibility
• Embossed logo binding detail at body and sleeve hems
• Back venting for increased air flow
• Aerodynamic fit and drop tail hem for best riding performance"
40043-00000,Bike,SP23,CORRIDOR Stretch Vest,Gear,Black,TRUE,TRUE,40043-00000,40043-00000,40043-00001,40043-00002,40043-00003,40043-00004,,,S,M,L,XL,2XL,,,79,79,TW,100% Nylon,This is a must-have for your rides. It's compact and highly effective for blocking the wind when you are giving full effort on the road or trails. The reflective logos aid in keeping you visible too.,"• Mechanical stretch woven micro rip-stop
• Water Resistant Coating to minimize liquid penetration
• Ideal for blocking wind 
• Zippered side pocket for added security
• Back zippers allow access to jersey pockets
• Microfiber wipe inside pocket to aid in keeping your eye wear clean
• Reflective taping and logos on front and back for visibility
• Embossed logo binding detail at body hem
• Back venting for increased air flow
• Slim fit for best riding performance"
40044-00000,Bike,SP23,ZEPHYR Cooling Tank,Gear,Grey,TRUE,TRUE,40044-00000,40044-00000,40044-00001,,,,,,S/M,L/XL,,,,,,39,39,CN,"90% Nylon
8% Elastane
2% Polyester","This layering piece actually aids in lowering your body temperature on those extra hot training days. The tank wicks sweat away, while acting as a barrier between your body and jersey, allowing the breeze to keep you cool.","• Nylon/Elastane/Polyester yarns blended for the ideal cooling formula
• Light and functional material
• Durable with elasticity for comfort
• Optimal for any workout activity
• Quick dry properties
• Open knit design
• Jacquard logos"
40045-00000,Bike,SP23,BASECAMP Long Sleeve Base Layer,Gear,Black,TRUE,TRUE,40045-00000,40045-00000,40045-00001,40045-00002,40045-00003,40045-00004,,,S,M,L,XL,2XL,,,49,49,CN,"88% Polyester
12% Elastane",Don't let Mother Nature limit your performance! Fitted long sleeve base layer to keep you comfortable and warm on those cold weather days.,"• Yarns are infused with charcoal coffee particles that provide thermal insulation
• Yarns have anti-microbial properties providing powerful deodorizing effect
• Wicking polyester pulls moisture away from your skin keeping you dry
• Flat lock seam construction to minimize chafing
• Knit construction for increased mobility
• Heat transfer chest logo"
40046-00000,Bike,SP23,BASECAMP Sleeveless Base Layer,Gear,Black,TRUE,TRUE,40046-00000,40046-00000,40046-00001,40046-00002,40046-00003,40046-00004,,,S,M,L,XL,2XL,,,39,39,CN,"88% Polyester
12% Elastane","Don't let Mother Nature limit your performance! Fitted sleeveless base layer to keep your core comfortable and warm on those cold weather days, with the option to layer up your arms.","• Yarns are infused with charcoal coffee particles that provide thermal insulation
• Yarns have anti-microbial properties providing powerful deodorizing effect
• Wicking polyester pulls moisture away from your skin keeping you dry
• Flat lock seam construction to minimize chafing
• Knit construction for increased mobility"
40047-00000,Bike,SP23,REVENANT Bib Liner Shorts,Gear,Black,TRUE,TRUE,40047-00000,40047-00000,40047-00001,40047-00002,40047-00003,40047-00004,,,S,M,L,XL,2XL,,,109,109,CN,"92% Polyester
8% Elastane","Load and Go! Carry all your trail essentials while maintaining an aerodynamic look. For a quick ride around the neighborhood or long session with the crew, these bibs will keep you equipped, covered, comfortable and dry. Your most used necessities will be hidden, yet easily accessible.","• Polyester/Elastane mesh with effective quick dry and anti microbial properties
• Taped neckline and straps for seamless feel & to prevent chafing
• Flat-locked seams for maximum comfort & minimal chafing
• Back pocket to hold riding essentials
• Leg pockets for added storage
• Twill tape loop closures to secure shorts to bib
• 3” Nylon/Elastane/Silicone gripper cuffs for optimal stay support
• Premium quality chamois for maximum performance"
40048-00000,Bike,SP23,CRUX Liner Shorts,Gear,Black,TRUE,TRUE,40048-00000,40048-00000,40048-00001,40048-00002,40048-00003,40048-00004,40048-00005,40048-00006,28,30,32,34,36,38,40,49,49,CN,"92% Polyester
8% Elastane","Having this liner short keeps you dry and comfortable, which will allow you to have more fun for an extended period of time on your bike. Plus a separate liner short gives you the ability to buy a few pairs for those getaways you won't have access to a washer.","• Polyester/Elastane quick dry, anti-microbial mesh
• Brushed logo elastic waistband for comfort
• Flat-locked seams maximize comfort while minimizing chafing
• Premium chamois for max performance"
40049-00000,Bike,SP23,CRUX Youth Liner Shorts,Gear,Black,TRUE,TRUE,40049-00000,40049-00000,40049-00001,40049-00002,40049-00003,,,,22,24,26,28,,,,39,39,CN,"92% Polyester
8% Elastane","Having this liner short keeps you dry and comfortable, which will allow you to have more fun for an extended period of time on your bike. Plus a separate liner short gives you the ability to buy a few pairs for those getaways you won't have access to a washer.","• Polyester/Elastane quick dry, anti-microbial mesh
• Brushed logo elastic waistband for comfort
• Flat-locked seams maximize comfort while minimizing chafing
• Chamois for max performance"
40050-00000,Bike,SP23,CRUX Women's Liner Shorts,Gear,Black,TRUE,TRUE,40050-00000,40050-00000,40050-00001,40050-00002,40050-00003,,,,S,M,L,XL,,,,49,49,CN,"92% Polyester
8% Elastane","Having this liner short keeps you dry and comfortable, which will allow you to have more fun for an extended period of time on your bike. Plus a separate liner short gives you the ability to buy a few pairs for those getaways you won't have access to a washer.","• Polyester/Elastane quick dry, anti-microbial mesh
• Brushed logo elastic waistband for comfort
• Flat-locked seams maximize comfort while minimizing chafing
• Premium chamois for max performance"
40051-00000,Bike,SP23,EXCEEDA Short Sleeve Jersey,Gear,Black/Charcoal,TRUE,TRUE,40051-00000,40051-00000,40051-00001,40051-00002,40051-00003,40051-00004,,,S,M,L,XL,2XL,,,99,99,CN,"76% Polyester
24% Elastane",Our premium Lycra offers the perfect kit for crosstraining on a road ride or cross country mountain biking.,"• Polyester/Spandex mesh with moisture management properties
• Fade resistant sublimated graphics
• Full zip front
• Brushed elastic with silicone logo on inside back hem keeps jersey in place
• Multi-compartment back pocket with elastic opening for support
• Extra zippered pocket to secure valuables
• Reflective elements for added visibility"
40052-00000,Bike,SP23,EXCEEDA Bib Shorts,Gear,Black/Charcoal,TRUE,TRUE,40052-00000,40052-00000,40052-00001,40052-00002,40052-00003,,,,S,M,L,XL,,,,129,129,CN,"73% Nylon
27% Elastane",Our premium Lycra offers the perfect kit for cross-training on a road ride or cross country mountain biking.,"• Nylon/Spandex dyed paneling for bold color and no grin through
• Mesh back panel for breathability
• Silicone-backed cuffs maintain placement while riding
• Heat Transfer logos
• Flat locked seams to minimize chafing and increase comfort
• Premium chamois with moisture management and odor-controlling properties
• Reflective elements for added visibility"
40053-00000,Bike,SP23,EXCEEDA Women's Short Sleeve Jersey,Gear,Black/Charcoal,TRUE,TRUE,40053-00000,40053-00000,40053-00001,40053-00002,40053-00003,,,,S,M,L,XL,,,,99,99,CN,"76% Polyester
24% Elastane",Our premium Lycra offers the perfect kit for cross-training on a road ride or cross country mountain biking.,"• Polyester/Spandex mesh with moisture management properties
• Fade resistant sublimated graphics
• Full zip front
• Brushed elastic with silicone logo on inside back hem keeps jersey in place
• Multi-compartment back pocket with elastic opening for support
• Reflective elements for added visibility"
